Date,Query,Impressions,Clicks,Conversions,Spend,Revenue
2024-01-07,best cashback credit card,7386,1732,110,4614.57,14205.96
2024-05-16,best travel card,9905,366,120,2498.7,7041.09
2024-06-12,business credit card,3117,210,23,4023.07,4789.69
2024-03-23,airport lounge access card,4888,1444,177,4553.22,3725.16
2025-10-11,best rewards card,7202,1321,148,2807.41,6407.23
2025-02-23,small business credit card,3301,1081,15,135.6,2685.69
2024-03-13,student credit card,852,774,194,4099.14,3077.89
2024-08-24,business credit card,7656,1591,30,4237.87,15577.16
2024-02-15,best rewards card,1441,1403,4,2029.26,1462.45
2025-09-09,premium credit card,8796,240,64,1183.94,8897.91
2024-09-18,business credit card,7114,1128,65,4891.84,8218.98
2024-06-24,best rewards card,6855,312,8,2780.54,19211.78
2024-06-14,best rewards card,3582,1251,52,2605.09,9417.73
2025-10-18,premium credit card,7828,1585,142,4733.07,3384.94
2025-01-04,best rewards card,5665,396,58,2070.08,1950.41
2024-02-23,travel rewards card,7711,724,11,4248.27,14702.28
2025-11-20,best cashback credit card,8030,1661,59,3518.22,3125.18
2025-02-22,travel rewards card,6617,934,24,4840.19,18772.07
2025-05-21,premium credit card,2522,1124,88,2171.82,11272.42
2024-12-06,credit card for startups,8965,67,160,4542.75,8153.59
2024-05-06,business credit card,6085,443,46,2865.96,13749.79
2025-02-12,best travel card,7047,531,28,2405.59,4138.78
2025-01-01,student credit card,8884,777,16,1563.03,7768.7
2024-09-27,student credit card,7735,838,42,2785.86,861.59
2025-10-05,small business credit card,3768,1794,103,2884.13,17578.03
2025-08-27,small business credit card,6562,492,16,4497.04,8620.09
2025-01-13,premium credit card,3238,376,100,3535.11,15224.74
2024-03-13,small business credit card,4609,898,140,4141.04,18353.73
2024-09-04,student credit card,2600,1862,190,3857.19,13125.3
2024-02-12,travel rewards card,2893,1440,34,1419.4,7639.78
2025-01-11,best travel card,4393,1551,38,1068.7,12466.66
2024-02-10,student credit card,5499,1364,127,1329.48,7334.55
2024-06-18,travel rewards card,399,1733,175,775.57,11432.82
2024-07-30,credit card for startups,2006,1268,22,1960.51,8756.87
2025-05-07,premium credit card,2585,892,80,3286.81,3167.39
2025-11-10,airport lounge access card,7559,420,88,2708.04,15646.0
2024-02-08,credit card for startups,8498,192,3,3412.11,10029.1
2025-01-03,credit card for startups,6220,1320,1,1812.69,3964.82
2024-05-30,student credit card,8585,1156,53,1066.13,17858.23
2024-04-20,premium credit card,1973,167,192,1053.65,17093.73
2025-04-24,best cashback credit card,6202,1356,172,3024.27,11264.76
2025-03-11,best rewards card,6272,22,47,863.26,19412.31
2024-02-16,credit card for startups,6422,1860,166,2015.98,18557.97
2025-07-28,small business credit card,2188,575,191,1103.52,17960.72
2024-12-31,travel rewards card,7737,881,115,3330.66,2839.18
2024-03-09,best cashback credit card,5411,1822,41,3096.33,6033.67
2024-10-25,premium credit card,6587,564,149,1936.57,8321.77
2024-10-22,airport lounge access card,6980,1812,173,687.15,16671.8
2024-07-21,best travel card,4821,1654,141,1098.49,17450.47
2024-03-01,best cashback credit card,3526,1868,194,2387.43,15079.41
2024-11-09,airport lounge access card,628,687,66,4861.81,9553.51
2024-06-09,student credit card,2024,872,43,1390.34,3405.64
2024-11-26,business credit card,6560,1953,190,996.39,896.88
2025-06-11,best rewards card,6076,627,89,1142.38,14046.19
2024-12-03,student credit card,6121,1596,176,3555.29,19884.25
2025-08-28,premium credit card,9652,213,113,4577.69,7040.35
2024-10-30,business credit card,962,966,26,422.1,11460.89
2025-05-17,airport lounge access card,4420,311,99,3758.98,16249.52
2025-10-11,business credit card,3594,1076,61,2498.3,3892.34
2024-12-03,best travel card,6152,804,125,4134.69,16625.23
2025-07-03,small business credit card,8359,606,119,2136.45,12581.79
2025-09-30,small business credit card,1742,738,62,75.82,11483.0
2024-10-01,student credit card,9312,1703,82,3429.84,15293.18
2024-06-12,student credit card,5296,1895,142,4049.46,4970.78
2025-03-18,premium credit card,7099,515,182,4515.0,12372.65
2024-11-14,premium credit card,7422,648,169,2866.8,4959.45
2025-08-11,travel rewards card,3243,200,188,654.14,3754.8
2025-05-18,best travel card,1570,1811,137,1880.68,12542.42
2025-11-16,premium credit card,5778,908,44,3932.04,5531.77
2025-01-21,credit card for startups,1482,69,56,2497.34,14344.71
2025-08-25,best travel card,5496,1828,3,3511.26,10386.81
2025-11-21,travel rewards card,9628,1499,98,73.21,13960.08
2025-05-08,small business credit card,7214,1412,97,411.36,17854.05
2025-05-04,best cashback credit card,9534,1462,91,3421.76,2937.27
2025-12-21,travel rewards card,1805,71,59,1486.5,1521.43
2024-03-13,travel rewards card,6097,1953,73,1971.52,8118.35
2025-05-23,student credit card,6163,311,141,3228.56,14390.81
2025-01-24,best rewards card,8062,647,158,604.47,17745.8
2025-09-10,business credit card,8196,1008,53,4171.91,888.93
2024-10-21,small business credit card,2694,181,179,764.95,15900.57
2025-01-03,airport lounge access card,9971,1538,42,3679.75,1693.26
2025-11-24,airport lounge access card,1415,72,154,1499.12,11695.4
2025-07-02,premium credit card,8239,781,187,1336.86,7013.24
2025-10-10,small business credit card,8859,25,69,4115.26,549.55
2025-07-21,credit card for startups,2804,700,110,2783.4,2122.45
2024-07-05,premium credit card,5825,851,92,1067.21,7203.78
2025-03-20,premium credit card,4791,1913,3,62.6,19084.32
2025-07-23,travel rewards card,8939,1134,41,4866.52,3265.67
2024-12-28,small business credit card,224,1209,125,2185.36,5585.15
2024-05-02,business credit card,9829,1226,1,2017.24,19883.83
2024-07-06,premium credit card,5197,1998,193,299.06,9716.29
2025-11-10,best rewards card,4907,1846,115,4477.3,5392.45
2025-02-23,best travel card,2070,908,70,745.91,12395.6
2025-09-17,credit card for startups,2862,1306,126,1710.51,8833.44
2024-09-08,credit card for startups,5617,1500,50,2134.46,17194.5
2025-09-10,premium credit card,914,942,80,4060.02,357.99
2025-07-02,best rewards card,3201,1806,97,1829.36,19936.18
2024-11-30,best travel card,1754,184,59,2680.74,1512.99
2024-04-01,best cashback credit card,231,1267,74,2172.22,10835.05
2025-06-13,student credit card,8522,1845,63,1593.63,14008.52
2024-03-03,student credit card,494,1249,25,4734.2,11086.64
2025-10-23,student credit card,7419,1524,138,3994.54,6155.32
2025-05-26,travel rewards card,3673,426,77,913.05,17137.57
2024-05-18,credit card for startups,9273,1792,124,2795.8,8722.38
2025-11-28,airport lounge access card,7206,1566,129,3992.97,6153.89
2024-07-03,airport lounge access card,9224,460,99,2919.96,15413.01
2024-07-23,travel rewards card,5725,845,14,2494.21,3087.95
2024-08-01,premium credit card,9701,1788,149,406.69,4259.18
2024-09-12,small business credit card,4728,1833,186,575.03,5204.84
2024-05-14,small business credit card,5160,289,38,1263.94,8810.64
2025-07-26,student credit card,7847,253,1,2591.31,602.66
2024-03-28,small business credit card,6369,684,84,4937.12,19837.16
2024-07-25,premium credit card,6732,155,133,4021.22,12082.99
2024-05-08,best cashback credit card,6855,1100,44,594.75,19420.24
2024-01-03,travel rewards card,6689,112,193,3600.43,16187.57
2024-04-30,best cashback credit card,5689,319,57,4061.83,2859.34
2025-01-19,credit card for startups,2604,1955,104,2100.6,4339.55
2025-09-05,small business credit card,3133,1989,45,1684.23,882.1
2024-02-07,best travel card,9003,1670,60,2943.84,16709.05
2024-12-06,student credit card,3076,126,66,2619.81,11950.46
2025-10-06,travel rewards card,1571,1505,47,1362.81,4458.29
2025-12-14,student credit card,6695,772,115,2017.02,19407.68
2024-01-21,small business credit card,1242,1354,26,2744.97,14787.43
2024-08-29,business credit card,2668,1468,137,2920.63,14169.27
2025-03-30,small business credit card,1708,1403,51,2682.16,5486.48
2025-09-12,travel rewards card,5652,747,94,4238.23,6404.8
2024-10-29,airport lounge access card,1997,1733,110,207.14,13425.98
2025-08-18,travel rewards card,2292,196,136,1698.27,11952.32
2025-08-17,best rewards card,1191,1621,5,3761.68,13016.21
2024-03-09,best travel card,799,794,39,3276.32,17600.69
2024-05-08,small business credit card,4192,1502,68,4595.42,3375.94
2024-07-14,best rewards card,2278,1694,40,2960.7,2503.4
2024-05-19,airport lounge access card,832,716,36,3208.85,11379.74
2025-03-19,premium credit card,8804,885,149,3539.49,10103.08
2024-10-09,premium credit card,2787,805,97,971.69,8176.82
2024-11-07,best travel card,3856,482,26,3778.56,18113.31
2025-06-18,credit card for startups,6161,565,104,1534.45,11255.93
2025-10-26,best travel card,8723,1487,103,2151.28,11431.58
2024-10-03,best travel card,6634,1479,75,119.33,7455.3
2024-03-01,best travel card,5485,691,85,4225.65,7012.62
2024-11-14,best travel card,4594,103,113,4769.79,19754.57
2024-02-21,best travel card,9099,745,56,347.95,12536.84
2024-06-01,best cashback credit card,1379,799,57,3194.24,16537.29
2024-11-06,airport lounge access card,6638,47,187,4805.85,9059.67
2025-06-27,travel rewards card,2321,791,128,3054.16,3998.72
2025-07-20,small business credit card,5264,491,101,3999.86,6631.85
2025-01-23,best rewards card,954,1780,135,634.74,7053.32
2025-07-01,best travel card,3312,120,170,1262.01,11385.27
2025-09-13,credit card for startups,2686,1923,141,1761.39,3261.39
2024-06-25,student credit card,4940,419,84,4906.77,7862.96
2024-12-27,small business credit card,2868,1201,162,3919.8,2191.43
2024-11-09,student credit card,7328,1599,100,4434.03,10031.3
2024-04-06,best rewards card,3440,406,181,2461.03,18959.0
2024-07-31,best rewards card,5359,1160,46,3598.19,6910.89
2024-05-16,small business credit card,6840,1820,185,3671.25,1184.31
2024-01-06,credit card for startups,9911,51,61,2866.17,12253.46
2024-04-18,best cashback credit card,375,50,56,4395.95,12767.65
2025-06-30,premium credit card,7298,1595,29,833.34,9695.48
2024-02-08,best rewards card,3963,1520,111,334.72,8057.82
2025-10-23,credit card for startups,814,1932,92,1555.08,17874.76
2025-02-28,best rewards card,6154,1704,142,486.95,18781.06
2025-09-21,business credit card,909,1877,196,348.57,13528.6
2024-09-17,premium credit card,3826,408,102,2124.49,10124.25
2025-03-01,best rewards card,4078,191,71,1042.5,1537.44
2024-03-27,credit card for startups,9153,1214,13,3961.23,6160.56
2025-04-09,best rewards card,136,1974,145,2919.93,5844.82
2024-03-16,student credit card,8214,1711,157,1834.93,1353.2
2025-04-15,small business credit card,8746,753,81,1468.39,16898.59
2025-02-17,small business credit card,3408,727,100,2837.53,17367.54
2025-12-26,best rewards card,2755,1900,83,2198.31,18264.94
2025-04-01,credit card for startups,1081,473,116,325.89,14887.82
2024-10-11,student credit card,6547,1083,125,3342.69,14268.18
2024-08-26,best cashback credit card,251,1441,2,2523.8,9660.96
2025-11-07,best cashback credit card,8891,1434,62,1420.65,17176.48
2025-08-21,student credit card,9614,1179,20,1487.55,10300.66
2025-10-14,travel rewards card,5748,307,184,2291.28,786.89
2025-11-02,credit card for startups,1611,154,90,4146.58,11781.23
2025-07-11,best cashback credit card,2358,25,180,2144.1,7931.06
2025-01-06,travel rewards card,331,1118,153,4205.93,10521.7
2025-05-09,credit card for startups,2842,1249,62,2153.07,8925.98
2025-09-15,student credit card,7941,1515,17,4158.07,10036.6
2024-02-14,best travel card,4562,1085,39,4661.07,2349.74
2025-02-04,travel rewards card,7849,1581,10,151.84,487.76
2024-09-03,travel rewards card,671,116,187,358.14,6935.71
2025-09-07,best rewards card,1302,228,153,713.4,5239.87
2025-08-19,airport lounge access card,9799,944,110,654.5,5151.14
2025-03-25,airport lounge access card,9904,346,28,2299.67,18754.49
2025-04-29,credit card for startups,9862,930,61,3831.97,16415.9
2025-10-07,best rewards card,9331,380,58,4808.58,464.74
2025-09-11,small business credit card,6709,1007,44,2118.02,372.64
2024-01-18,premium credit card,9717,819,83,3457.98,15582.62
2025-08-28,best travel card,270,263,151,3195.76,19700.24
2025-10-23,premium credit card,5251,1438,125,1996.26,9411.09
2024-10-15,travel rewards card,6506,589,145,3619.56,8775.97
2025-02-17,business credit card,288,1732,79,2980.16,5661.33
2025-12-21,best cashback credit card,4778,645,85,3811.7,13399.35
2025-09-29,best cashback credit card,7245,1063,38,1008.56,9538.66
2024-08-22,best rewards card,6027,194,30,1833.34,3516.87
2025-02-19,airport lounge access card,699,1322,147,3372.55,9731.22
2025-05-13,business credit card,5401,1392,32,667.78,7652.15
2025-09-25,best rewards card,3676,483,20,3863.47,17818.16
2025-10-11,travel rewards card,9245,994,102,710.53,15477.41
2024-04-24,business credit card,5293,1598,64,1656.05,14084.7
2025-11-04,best cashback credit card,9917,1433,36,1225.77,6677.77
2025-12-13,credit card for startups,1970,1722,193,351.88,2964.38
2024-08-21,travel rewards card,4361,993,171,1389.75,17320.64
2025-06-23,best rewards card,2124,1166,26,4561.98,6986.4
2024-01-11,small business credit card,5594,511,7,183.3,11940.54
2024-07-24,student credit card,8932,1536,34,133.3,11898.35
2025-11-09,travel rewards card,5553,883,164,3536.12,18575.45
2024-09-03,travel rewards card,1927,1110,134,1866.01,3600.13
2025-07-12,small business credit card,4802,359,165,1187.22,15478.58
2024-05-06,best travel card,639,69,62,2568.92,9359.29
2024-05-26,credit card for startups,7302,1488,86,1370.04,3660.09
2024-04-27,small business credit card,4538,888,73,1990.49,16745.64
2025-01-16,premium credit card,3601,474,128,3590.92,16438.75
2025-02-15,premium credit card,3637,320,60,628.69,995.61
2025-10-25,travel rewards card,6816,1124,64,4800.3,14246.91
2025-08-06,best travel card,6918,940,178,260.52,3239.69
2024-12-28,best cashback credit card,6300,974,52,4042.36,12285.13
2025-05-23,best travel card,4386,1331,145,3636.73,12947.29
2024-05-16,premium credit card,4839,1358,60,1446.34,13371.84
2024-06-23,best travel card,2189,289,77,635.7,2577.92
2024-10-15,best travel card,5705,720,119,4269.26,12046.65
2025-04-25,credit card for startups,7440,976,182,3414.08,2177.29
2024-01-19,travel rewards card,6922,1151,138,1489.86,14961.97
2024-07-13,credit card for startups,3421,704,125,133.8,1462.14
2024-11-25,best cashback credit card,2649,919,153,4695.53,15204.66
2024-06-23,best cashback credit card,1316,576,18,2051.05,17693.15
2025-03-24,premium credit card,4985,280,64,922.52,6111.12
2024-12-19,best rewards card,6993,1550,79,4563.58,15610.18
2025-05-13,small business credit card,9033,1134,59,1827.15,8466.92
2024-05-20,airport lounge access card,6408,1421,155,2343.1,15994.73
2024-04-02,travel rewards card,5182,1319,58,3508.16,13787.8
2024-08-26,best rewards card,7325,989,61,4106.12,5924.98
2024-07-23,travel rewards card,7530,1086,118,545.88,4035.93
2025-07-13,small business credit card,8939,1763,79,4498.44,18311.89
2025-03-08,small business credit card,2897,850,71,4666.07,16811.79
2024-09-01,business credit card,918,1831,171,1333.39,13266.06
2024-11-12,credit card for startups,8534,1013,88,2512.07,7117.56
2024-10-21,premium credit card,6906,249,87,4296.48,10307.1
2025-10-01,business credit card,7101,1247,139,2462.37,11245.71
2024-10-08,best cashback credit card,8026,1649,88,2435.77,1904.19
2024-01-17,airport lounge access card,4204,370,133,3111.69,19450.23
2024-03-11,premium credit card,8146,1397,186,3848.82,2018.02
2024-09-25,best cashback credit card,112,743,39,3344.81,14489.34
2024-11-20,best travel card,5994,861,176,3151.5,9957.47
2024-10-31,credit card for startups,7150,869,80,1889.77,15245.6
2025-03-26,credit card for startups,3117,710,20,3168.86,5366.42
2024-01-07,credit card for startups,7492,1360,81,561.2,8023.19
2024-11-09,business credit card,789,845,19,2077.31,10604.93
2024-04-12,student credit card,5978,1509,188,982.34,2590.54
2024-07-11,best rewards card,3238,832,154,2710.96,17066.38
2025-07-27,small business credit card,8076,1644,153,1347.12,19832.44
2025-06-12,airport lounge access card,8968,106,143,2554.38,8468.23
2024-06-19,small business credit card,6427,336,149,3897.76,7660.97
2025-06-20,student credit card,4403,82,175,2198.26,11962.8
2024-09-07,best travel card,9615,1003,163,1132.71,13835.64
2025-01-21,best travel card,1102,1289,172,1153.76,17397.81
2024-07-25,best travel card,7508,1776,134,4535.96,7583.24
2025-06-24,premium credit card,8242,1203,116,3915.48,15343.58
2025-09-20,best cashback credit card,1865,1003,101,231.03,4953.6
2025-02-19,best cashback credit card,9845,342,151,4716.48,13672.87
2025-01-14,best travel card,5878,1190,39,607.2,9441.56
2024-05-23,airport lounge access card,2391,1452,146,3282.06,13301.27
2024-01-25,business credit card,7830,1974,168,2779.94,7720.19
2025-10-29,airport lounge access card,4966,467,36,281.03,6027.92
2024-03-13,airport lounge access card,8529,743,156,1511.11,9822.6
2025-09-23,best cashback credit card,6553,885,192,3890.48,17923.03
2024-04-02,credit card for startups,1684,867,83,1569.06,13562.07
2025-05-19,airport lounge access card,1407,108,94,2427.65,12310.81
2025-08-20,airport lounge access card,2185,741,186,3504.86,14453.33
2024-12-01,small business credit card,131,934,166,404.29,14636.41
2025-02-28,credit card for startups,7820,253,172,4171.4,6035.93
2025-05-13,best cashback credit card,391,1999,2,255.83,4808.21
2024-12-29,business credit card,3786,1804,73,1348.82,10280.81
2025-09-21,best rewards card,1742,1510,35,3827.18,3127.17
2024-07-17,best cashback credit card,7866,1474,129,4563.78,9599.86
2025-12-18,best cashback credit card,8869,1227,174,3813.7,13922.3
2025-02-16,airport lounge access card,4009,1408,188,1173.65,346.72
2024-12-04,small business credit card,1323,671,63,4929.33,2400.72
2025-10-20,student credit card,8738,1015,95,2096.0,19250.64
2025-03-04,best travel card,4473,376,45,1913.43,18573.25
2024-05-18,travel rewards card,2679,1188,125,4332.92,8474.75
2025-11-23,small business credit card,1522,508,185,377.73,11882.65
2025-06-25,student credit card,7658,1567,37,2802.6,3274.79
2024-02-26,airport lounge access card,6845,1491,7,4829.85,6754.04
2024-08-19,airport lounge access card,2709,1661,110,545.65,15900.06
2025-10-19,business credit card,3181,122,144,2727.2,17148.14
2025-03-10,student credit card,6834,954,178,705.66,8224.78
2025-01-18,premium credit card,8350,1756,142,4455.39,6358.84
2025-07-13,best travel card,8750,1057,134,2959.35,13697.3
2024-07-12,travel rewards card,203,292,189,1211.29,14414.48
2025-10-09,business credit card,5026,1325,149,1569.86,19679.38
2025-06-17,small business credit card,9080,1396,138,2607.32,14007.11
2025-06-01,small business credit card,841,410,32,3640.47,4955.27
2025-12-16,student credit card,9864,577,134,2463.1,1387.69
2024-07-03,best travel card,6544,1299,2,986.87,5300.58
2024-10-18,best travel card,4823,1087,39,3555.25,4687.72
2024-11-30,small business credit card,7759,1882,49,635.9,2038.12
2024-04-25,premium credit card,5303,1653,27,4056.57,8998.87
2024-02-18,airport lounge access card,3076,723,56,2008.22,5905.15
2025-11-15,best travel card,7526,1747,14,3280.92,18516.79
2024-03-22,student credit card,6603,431,151,1756.27,8197.41
2024-11-28,small business credit card,8719,858,103,3361.91,17557.01
2025-07-10,airport lounge access card,6586,1928,118,4451.48,6273.29
2024-11-30,credit card for startups,6590,1507,122,3521.95,16663.51
2025-06-15,best cashback credit card,2044,1763,105,3373.47,9199.39
2024-08-08,airport lounge access card,6339,1276,179,3799.18,840.69
2025-09-26,best travel card,7522,1387,25,2526.05,9841.68
2024-11-18,best cashback credit card,6073,1421,53,1140.45,4690.01
2024-01-03,best travel card,9563,1211,11,4086.83,6287.35
2025-11-24,student credit card,5621,484,163,3259.99,13750.28
2024-07-24,best rewards card,511,1606,183,1603.41,10684.19
2024-02-09,airport lounge access card,6190,414,186,1415.56,17794.53
2024-02-28,best cashback credit card,346,45,196,2524.65,18731.9
2025-07-27,student credit card,6942,367,37,1076.16,13880.96
2025-10-05,best travel card,6664,567,9,4397.28,17298.0
2025-05-21,airport lounge access card,2271,1640,28,3953.44,4062.47
2025-07-25,student credit card,7378,1360,55,1576.16,1769.63
2024-05-01,best travel card,7557,1077,174,294.55,6792.79
2025-04-23,best rewards card,5818,329,127,306.75,6649.18
2025-09-10,best rewards card,2160,747,70,1520.74,13368.83
2024-04-05,travel rewards card,3434,667,27,780.16,16839.12
2025-02-17,business credit card,7290,481,10,4372.99,6078.27
2024-08-22,student credit card,1044,1302,151,2132.87,8610.51
2024-03-02,business credit card,5461,534,149,1772.73,2278.12
2024-09-12,travel rewards card,9554,34,173,1128.6,8372.27
2025-07-14,premium credit card,5384,1806,126,4213.95,4445.29
2024-12-13,airport lounge access card,6981,649,3,3972.71,7772.62
2025-11-01,best travel card,8467,1584,187,1952.42,5473.68
2024-05-03,small business credit card,9344,1190,43,888.32,16212.84
2025-04-26,business credit card,9609,885,99,4762.34,280.44
2024-11-12,business credit card,8040,1218,7,1613.51,6906.42
2025-05-18,student credit card,9966,183,155,3866.9,19390.87
2025-12-19,airport lounge access card,433,1962,190,2342.1,13644.06
2024-02-17,student credit card,9556,1427,42,3919.15,15488.91
2025-02-12,best rewards card,3045,195,97,2433.97,17225.5
2024-05-15,business credit card,4880,1314,4,4631.52,7364.51
2024-07-19,airport lounge access card,4756,1010,190,4012.1,1505.7
2024-09-06,credit card for startups,2765,1619,136,1338.43,8331.66
2024-11-09,premium credit card,7231,1328,84,2180.37,13123.59
2025-01-02,best travel card,5035,537,145,547.92,7541.67
2025-03-04,travel rewards card,515,1221,5,4522.18,9076.59
2025-04-24,premium credit card,807,1445,191,393.02,16544.98
2024-11-09,travel rewards card,7888,981,113,140.3,917.5
2025-05-14,business credit card,2784,693,137,2507.34,6827.48
2025-12-21,premium credit card,7594,195,136,3035.49,9870.58
2024-12-20,premium credit card,3466,1577,7,1154.91,6123.9
2025-04-29,best travel card,3603,584,37,2874.22,9027.42
2024-07-29,small business credit card,4542,1894,55,4483.03,8154.93
2025-12-04,best travel card,6280,1334,67,3149.27,18493.4
2024-02-13,student credit card,2659,318,136,2305.92,9963.83
2025-06-24,small business credit card,8237,1222,69,764.92,9631.17
2025-07-24,premium credit card,4071,1851,5,886.26,5238.86
2025-08-05,small business credit card,3057,1444,17,2447.56,1117.19
2024-04-01,small business credit card,7016,547,111,2342.45,6129.67
2024-09-21,student credit card,1829,1420,58,2635.82,738.72
2024-08-07,airport lounge access card,9333,867,191,2564.06,16570.13
2025-03-17,business credit card,126,1584,155,1739.33,4244.9
2025-02-04,airport lounge access card,2683,202,104,3494.52,18241.63
2025-02-03,business credit card,9344,1196,113,1100.45,17739.55
2025-12-27,airport lounge access card,9966,62,92,4269.03,13360.98
2025-07-29,airport lounge access card,3155,484,68,1012.26,17278.36
2025-05-04,travel rewards card,6901,183,28,2108.64,17582.72
2025-04-29,small business credit card,1758,1229,89,1093.18,15571.66
2025-04-14,best rewards card,4051,1244,186,3111.34,10256.97
2025-07-27,student credit card,7399,1823,178,2414.31,19010.92
2025-11-12,airport lounge access card,7556,709,106,1902.85,16391.27
2025-03-20,premium credit card,4237,399,67,2401.91,2714.3
2024-09-25,credit card for startups,8031,1341,122,2135.14,8514.18
2024-09-23,travel rewards card,1814,466,159,4283.07,10885.89
2024-02-23,credit card for startups,3431,1364,101,665.12,10682.41
2025-06-11,best cashback credit card,3447,1759,12,3976.25,7714.79
2025-06-03,best travel card,2086,1528,183,3293.88,10726.48
2025-09-07,best cashback credit card,3644,1362,101,1774.19,2041.24
2024-02-28,business credit card,7079,1062,4,4599.56,13173.6
2024-02-09,airport lounge access card,801,1716,121,925.88,10055.3
2024-08-24,student credit card,7837,131,42,1585.93,15795.53
2025-01-20,premium credit card,9746,1491,182,1905.46,13929.08
2025-08-28,best rewards card,3886,427,22,3256.59,2432.84
2025-12-16,best rewards card,7362,168,1,4734.74,7144.05
2025-10-11,travel rewards card,2571,607,48,2987.57,14777.68
2024-10-26,travel rewards card,5114,1847,43,4288.72,6870.35
2025-01-29,travel rewards card,6759,525,102,4529.62,11424.64
2024-07-25,travel rewards card,4360,1035,148,2359.0,19233.14
2024-12-01,small business credit card,5645,1678,18,2388.55,1782.43
2025-08-15,airport lounge access card,3144,1335,198,1287.49,3967.73
2025-12-30,credit card for startups,3983,1112,177,3027.85,9716.07
2025-05-28,airport lounge access card,3040,668,76,644.14,14820.98
2024-06-26,airport lounge access card,5261,687,145,3189.93,6736.2
2025-01-30,best cashback credit card,1920,324,181,4469.84,2525.74
2025-01-05,student credit card,6984,1783,150,3815.89,6452.36
2025-10-19,premium credit card,2902,337,82,3263.48,12959.76
2024-11-13,business credit card,2563,285,10,4200.1,15892.45
2025-01-03,student credit card,3471,725,24,3662.59,19544.86
2025-01-18,travel rewards card,7322,461,140,2671.83,15274.64
2024-03-02,credit card for startups,8627,1598,4,2629.27,9946.72
2025-05-19,best cashback credit card,5076,495,170,579.67,5993.82
2024-08-26,small business credit card,5167,1140,126,2200.35,18564.82
2024-07-13,credit card for startups,7601,576,133,2636.12,10777.36
2025-11-08,best cashback credit card,2888,255,154,2376.09,13838.11
2024-08-09,best travel card,4225,944,187,3891.27,9554.32
2024-03-01,small business credit card,3706,898,190,846.76,4993.72
2024-05-08,travel rewards card,1640,173,80,3984.75,11029.38
2025-11-15,business credit card,8866,1987,5,3721.23,16830.1
2024-06-04,travel rewards card,320,536,154,4509.07,7789.75
2025-01-12,credit card for startups,5022,10,83,1898.6,13440.78
2025-09-13,travel rewards card,5713,872,6,923.89,1038.65
2025-08-08,best travel card,853,146,152,3805.21,18743.44
2025-03-12,travel rewards card,7588,160,181,2962.73,19404.64
2024-07-25,best cashback credit card,7306,1213,7,3576.84,7848.63
2025-01-22,best rewards card,9312,1955,10,4983.87,10068.0
2025-04-24,travel rewards card,9780,1777,167,1012.97,3379.54
2024-12-05,best travel card,8038,1013,78,2084.71,4084.69
2024-12-05,airport lounge access card,2061,1520,156,1003.85,12120.96
2024-07-22,airport lounge access card,6058,1733,42,4310.08,12614.69
2024-06-09,business credit card,3583,1051,62,134.06,6963.82
2025-06-23,business credit card,6735,1258,125,719.35,7605.76
2025-01-26,business credit card,8729,1138,180,1276.96,10223.32
2025-11-07,student credit card,8770,1008,22,3868.05,18807.89
2025-07-28,premium credit card,882,1751,57,3160.85,3163.2
2025-06-17,business credit card,5203,707,96,1973.63,11120.25
2024-03-10,travel rewards card,4267,1098,139,835.57,1352.09
2025-02-08,business credit card,319,342,142,1641.96,9275.31
2025-08-30,premium credit card,9319,381,31,3729.93,8064.8
2025-11-05,student credit card,8129,1240,4,1940.66,3451.14
2025-08-13,premium credit card,7246,1262,109,2339.85,3447.11
2025-05-31,credit card for startups,389,590,150,3062.7,9111.91
2024-04-29,business credit card,479,1175,118,4568.79,2706.58
2025-11-20,business credit card,9670,1751,93,1288.02,6036.61
2025-11-18,business credit card,6986,695,99,2267.58,1610.12
2024-08-04,credit card for startups,2058,718,192,1586.09,6086.42
2024-02-25,premium credit card,8357,1364,77,2357.63,10767.11
2024-12-31,best cashback credit card,2283,937,83,3497.48,14928.65
2025-11-29,travel rewards card,3874,1852,115,2436.22,16642.06
2025-05-18,best travel card,4019,1742,61,4180.95,6889.28
2025-03-30,travel rewards card,6302,749,100,2788.63,18788.18
2024-04-13,business credit card,877,280,134,1959.54,4964.37
2024-03-17,student credit card,2666,1982,79,3922.49,1795.41
2024-08-17,credit card for startups,7504,720,196,2185.05,18515.19
2024-09-14,best cashback credit card,178,334,6,2601.99,10888.25
2024-09-20,small business credit card,1681,999,66,4973.62,7157.31
2024-11-26,best cashback credit card,8067,1560,164,3942.84,17982.59
2024-06-30,best travel card,7939,807,143,4282.95,15559.77
2025-07-03,travel rewards card,2262,1879,76,2984.61,16682.39
2025-11-18,business credit card,9277,929,40,1773.67,5988.4
2024-01-27,best rewards card,1585,1761,169,4956.78,17495.01
2024-10-02,small business credit card,5845,556,7,1257.9,13065.5
2025-10-13,business credit card,2720,1102,22,4370.44,14812.71
2024-10-25,credit card for startups,1064,917,72,4560.94,6385.96
2024-03-31,small business credit card,9120,221,106,4096.9,5051.31
2025-04-24,best travel card,2773,1591,139,614.72,8281.99
2025-07-26,best rewards card,5393,1415,130,4277.86,11589.21
2025-04-02,premium credit card,7359,1998,30,3335.7,13386.54
2025-03-26,premium credit card,1818,1793,68,3420.08,10059.7
2024-12-30,premium credit card,1328,1453,181,3943.33,14037.51
2025-11-05,student credit card,3878,606,89,2478.16,14224.97
